,type,id,lat,lon,access,addr:city,addr:country,addr:postcode,addr:street,amenity,authentication:membership_card,authentication:none,capacity,email,fee,motorcar,name,network,opening_hours,operator,parking:fee,phone,ref,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,website,addr:housenumber,note,socket:schuko,socket:schuko:voltage,wheelchair,level,socket:cee_blue,socket:cee_blue:current,socket:cee_blue:output,socket:cee_blue:voltage,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,location,power,bicycle,socket:tesla_supercharger,socket:tesla_supercharger:output,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:output,socket:tesla_destination,socket:tesla_destination:output,old_name,addr:place,socket:schuko:output,description,note:en,authentication:app,alt_ref,socket:cee_red_16a,socket:cee_red_16a:output,website:stock,start_date,layer,image,construction:socket:chademo,construction:socket:type2_combo,official_name,ame
1494,node,8308415456,41.5201879,-8.6300142,customers,,PT,,,charging_station,,,1,,,yes,Renault Confiauto Barcelos,Renault,,Renault,,,,1,32,22kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,node,8308420097,41.1746748,-8.151201,customers,,PT,,,charging_station,,,1,,,,Intermarché Marco de Canavezes,none,Mo-Su 09:00-21:00,Intermarché Marco de Canavezes,,,,1,32,7.4kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,node,8308422172,41.1977207,-8.3513126,customers,,PT,,,charging_station,,,1,,,yes,JAPautomotive Paredes,Renault,,JAPautomotive,,,,1,32,22kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,node,8308425202,41.4785841,-8.5938996,customers,,PT,,,charging_station,,,1,,,,ProFlor,none,,Proflor,,,,1,32,22kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,node,8308431111,41.3661506,-8.7394121,private,,PT,,,charging_station,yes,no,2,apoio.cliente@kmlowcost.com,yes,yes,IPP-00004,Mobi.E,24/7,KLC,no,+351 800 296 929,IPP-00004,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,node,8308433798,41.182967,-8.6061493,customers,,PT,,,charging_station,yes,no,6,ajuda@powerdot.pt,yes,yes,PRT-00023/24/25 - IPO,Mobi.E,24/7,Powerdot,yes,+351 800 180 292,PRT-00023;PRT-00024;PRT-00025,6,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,node,8308434317,41.3961938,-8.7656736,customers,,PT,,,charging_station,,,1,,,,Hotel Varzinn,none,,Hotel Varzinn,,,,1,32,7.4kW,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,node,8308440084,41.2028558,-8.7146755,customers,,PT,,,charging_station,,yes,2,,no,yes,Porsche Destination Charging,Porsche,,Porsche,no,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,11kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,node,8308445559,41.0594547,-8.6456522,yes,,PT,,,charging_station,yes,no,2,ajuda@powerdot.pt,yes,yes,VNG-00046,Mobi.E,24/7,Powerdot,no,+351 800 180 292,VNG-00046,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,node,8308446425,41.0573043,-8.5664284,yes,,PT,,,charging_station,yes,no,2,mobilidade-eletrica@edp.pt,yes,yes,VNG-00017 - Intermarché,Mobi.E,24/7,EDP Comercial,no,+351 800 222 222,VNG-00017,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,node,8308447583,41.1245841,-8.6353813,customers,,PT,,,charging_station,yes,no,2,mobilidade-eletrica@edp.pt,yes,yes,VNG-00039 - McDonald's,Mobi.E,24/7,EDP Comercial,no,+351 800 222 222,VNG-00039,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,node,8308453232,41.1427349,-8.5746816,customers,,PT,,,charging_station,yes,no,2,mobilidade-eletrica@edp.pt,yes,yes,PRT-00028/29 - Hotel Pestana Palácio do Freixo,Mobi.E,24/7,EDP Comercial,no,+351 800 222 222,PRT-00028;PRT-00029,2,32,7.4kW,230,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,node,8308456463,41.1160294,-8.6307773,customers,,PT,,,charging_station,yes,no,2,,,yes,VNG-00024 - Caetano Baviera,Mobi.E,,Prio.E,,,VNG-00024,2,32,22kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,node,8308460513,41.1967429,-8.5797523,customers,,PT,,,charging_station,,,1,,,yes,Renault Carvalhos & M.Moura,Renault,,Renault,,,,1,32,22kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,node,8308473981,41.1831971,-8.653855,private,,PT,,,charging_station,yes,no,3,suporte@mobiletric.com,yes,yes,MTS-00018/19/20 - Porto Business School,Mobi.E,24/7,Mobiletric,no,+351 800 210 204,MTS-00018;MTS-00019;MTS-00020,3,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,node,8308473982,41.1833001,-8.6538369,private,,PT,,,charging_station,yes,no,2,suporte@mobiletric.com,yes,yes,MTS-00016/17 - Porto Business School,Mobi.E,24/7,Mobiletric,no,+351 800 210 204,MTS-00016;MTS-00017,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,node,8308474807,41.2364487,-8.6388132,private,,PT,,,charging_station,yes,no,2,,yes,yes,MAI-00006,Mobi.E,24/7,CapWatt,no,,MAI-00006,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,node,8308485030,41.2013604,-8.6253512,customers,,PT,,,charging_station,yes,no,4,mobilidade.electricacrc@galp.com,yes,yes,MTS-00025/26 - Makro,Mobi.E,24/7,Galp Power,no,+351 800 249 249,MTS-00025;MTS-00026,4,16,11kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,node,8308491580,41.1777516,-8.654201,customers,,PT,,,charging_station,,,2,,yes,,Kinda Home,none,,Kinda Home,,,,2,32,22kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,node,8308491581,41.1778545,-8.6528445,customers,,PT,,,charging_station,,,1,,,yes,Caetano Power Nissan,Nissan,,Nissan,,,,,,,,,,,,,,,,,,,1,120,50kW,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,node,8308514983,41.1516572,-8.5972007,customers,,PT,,,charging_station,,,2,,,,The Avenue Hotel,none,,The Avenue Hotel,,,,2,16,11kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,node,8308528651,41.1777849,-8.6072838,private,,PT,,,charging_station,yes,no,2,suporte@emobtec.pt,yes,yes,ISEP-00001,Mobi.E,24/7,Emobtec,no,+351 800 500 216,ISEP-00001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,node,8308541433,41.1614748,-8.6846817,customers,,PT,,,charging_station,,yes,2,,no,yes,Porsche Destination Charging,Porsche,,Porsche,no,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,11kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,node,8308550593,41.1510432,-8.5990843,customers,,PT,,,charging_station,yes,no,2,mobilidade-eletrica@edp.pt,yes,yes,PRT-00031/32 - Hotel Vila Galé Porto,Mobi.E,24/7,EDP Comercial,no,+351 800 222 222,PRT-00031;PRT-00032,2,32,7.4kW,230,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,node,8308550979,41.147128,-8.6321358,customers,,PT,,,charging_station,,yes,2,,no,yes,Porsche Destination Charging,Porsche,,Porsche,no,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,11kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,node,8308568865,41.1456621,-8.629865,customers,,PT,,,charging_station,yes,no,2,mobilidade-eletrica@edp.pt,yes,yes,PRT-00033/34 - Hotel Vila Galé Ribeira,Mobi.E,24/7,EDP Comercial,no,+351 800 222 222,PRT-00033;PRT-00034,2,32,7.4kW,230,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,node,8308569222,41.1472961,-8.6210255,yes,,PT,,,charging_station,yes,no,1,,yes,yes,PRT-00021 - Cristal Park,Mobi.E,24/7,Ucharge,yes,,PRT-00021,1,32,7.4kW,230,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,
1521,node,8308727705,38.7319628,-9.1467825,yes,,PT,,,charging_station,yes,no,6,,yes,yes,LSB-00248/49/50/51/52/53 - Parque de Estacionamento Saldanha,Mobi.E,24/7,Maksu Services,yes,,LSB-00248;LSB-00249;LSB-00250;LSB-00251;LSB-00252;LSB-00253,6,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,
1522,node,8308732572,40.9389933,-8.5408565,yes,,PT,,,charging_station,yes,no,2,ajuda@powerdot.pt,yes,yes,VFR-00005 - E.Leclerc,Mobi.E,24/7,Powerdot,no,+351 800 180 292,VFR-00005,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,node,8308873650,38.7513745,-9.3070829,yes,,PT,,,charging_station,yes,no,2,,yes,yes,SNT-00028 - McDonald's,Mobi.E,24/7,EDP Comercial,no,,SNT-00028,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,node,8308904614,38.7118667,-9.327229,yes,,PT,,,charging_station,yes,no,2,,yes,yes,CSC-00057,Mobi.E,24/7,True-Kare,no,,CSC-00057,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,node,8308912606,38.7810673,-9.3532504,customers,,PT,,,charging_station,yes,no,2,,yes,yes,SNT-00034 - Hospital CUF,Mobi.E,24/7,Galp Power,no,,SNT-00034,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,node,8308921089,38.7229898,-9.2352748,yes,,PT,,,charging_station,,no,2,,yes,yes,Continente Bom Dia Carnaxide,Continente Plug&Charge,Mo-Su 09:00-21:00,Sonae,no,,,2,32,22kW,400,https://plugcharge.continente.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
1527,node,8308921090,38.6957321,-9.2081838,yes,,PT,,,charging_station,yes,no,3,,yes,yes,LSB-00174/176 - CCB,Mobi.E,08:00-24:00,Powerdot,no,,LSB-00174;LSB-00176,3,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,node,8308928718,38.7157401,-9.1669878,yes,,PT,,,charging_station,yes,no,4,,yes,yes,LSB-00170/171/172/173 - Parque Estacionamento Campo de Ourique,Mobi.E,24/7,Maksu Services,yes,,LSB-00170;LSB-00171;LSB-00172;LSB-00173,4,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,
1529,node,8308931087,38.7512234,-9.282937,yes,Barcarena,PT,,Rua Comendador Álvaro Vilela,charging_station,yes,no,2,,yes,yes,OER-00034,Mobi.E,24/7,Mobiletric,no,,OER-00034 - Estação de Tercena,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,node,8308946954,38.730574,-9.1557916,customers,,PT,,,charging_station,,yes,1,,no,yes,Porsche Destination Charging,Porsche,,Porsche,no,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,11kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,node,8308955262,38.7107059,-9.1435446,yes,,PT,,,charging_station,yes,no,3,,yes,yes,LSB-00114/115/117,Mobi.E,24/7,Maksu Services,yes,,LSB-00114;LSB-00115;LSB-00117,3,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,
1532,node,8308962954,38.707901,-9.139524,yes,,PT,,,charging_station,yes,no,4,,yes,yes,LSB-00109/113 - Parque Praça do Município,Mobi.E,24/7,EDP Comercial,yes,,LSB-00109;LSB-00113,4,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,
1533,node,8308969365,38.7341215,-9.1534111,private,,PT,,,charging_station,yes,no,8,,yes,yes,LSB-00075/77/82/86,Mobi.E,24/7,EDP Comercial,no,,LSB-00075;LSB-00077;LSB-00082;LSB-00086,8,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,node,8308976469,38.7396251,-9.1375219,yes,,PT,,,charging_station,yes,no,3,,yes,yes,LSB-00166/167/168 - Parque Estacionamento Praça de Londres,Mobi.E,24/7,Maksu Services,yes,,LSB-00166;LSB-00167;LSB-00168,3,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,
1535,node,8308990760,38.7747002,-9.1563132,yes,,PT,,,charging_station,,no,4,,yes,yes,Continente Modelo Alto do Lumiar,Continente Plug&Charge,Mo-Su 09:00-21:00,Sonae,no,,,4,32,22kW,400,https://plugcharge.continente.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
1536,node,8308996414,38.7869425,-9.1767215,yes,,PT,,,charging_station,yes,no,2,,yes,yes,ODV-00002,Mobi.E,24/7,Powerdot,no,,ODV-90002,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,node,8308996415,39.8102446,-7.512907,yes,Castelo Branco,PT,,,charging_station,yes,no,2,,yes,yes,CTB-00014 - Lidl,Mobi.E,24/7,KLC,no,,CTB-00014,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,node,8309356813,40.6751841,-8.602477,private,,PT,,,charging_station,,,1,,,,Instalfogo,none,,Instalfogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11kW,,,,,,,,,1,,,,,,,,,,,,,,,,,,
1539,node,8309384162,40.7344732,-8.3699445,yes,,PT,,,charging_station,yes,no,2,,yes,yes,SVV-00001,Mobi.E,24/7,EDP Comercial,no,,SVV-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,node,8309418806,40.7749996,-7.0606095,yes,,PT,,,charging_station,yes,no,2,,yes,yes,PNH-00001,Mobi.E,24/7,EDP Comercial,no,,PNH-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,node,8309418989,40.5531196,-8.6798407,yes,Vagos,PT,,,charging_station,yes,no,2,,yes,yes,VGS-00003,Mobi.E,24/7,Powerdot,no,,VGS-00003,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,node,8309430655,40.2841902,-7.5055846,customers,,PT,,,charging_station,,,1,,,,Sport Hotel,none,,Sport Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22kW,,,,,,,,,,,,,,,,,
1543,node,8309439984,40.8276158,-8.4830654,yes,,PT,,,charging_station,yes,no,2,,yes,yes,OAZ-00005 - Intermarché,Mobi.E,24/7,EDP Comercial,no,,OAZ-00005,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,node,8309445422,40.2791999,-7.5041423,yes,,PT,,,charging_station,yes,no,2,,yes,yes,CVL-00001,Mobi.E,24/7,Galp Power,no,,CVL-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,node,8309446265,40.8610578,-8.6209416,yes,,PT,,,charging_station,yes,no,2,,yes,yes,OVR-00001,Mobi.E,24/7,EDP Comercial,no,,OVR-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,node,8309462476,40.6196706,-7.5394616,yes,,PT,,,charging_station,yes,no,2,,yes,yes,FAG-00001,Mobi.E,24/7,EDP Comercial,no,,FAG-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,node,8309468598,40.9846392,-8.6415182,customers,,PT,,,charging_station,,yes,1,,no,yes,Porsche Destination Charging,Porsche,,Porsche,no,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,11kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,node,8309478322,40.9297791,-8.2481605,yes,,PT,,,charging_station,yes,no,2,,yes,yes,ARC-00001,Mobi.E,24/7,EDP Comercial,no,,ARC-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,node,8309480493,40.8888644,-8.4924129,yes,São João da Madeira,PT,,,charging_station,yes,no,2,,yes,yes,SJM-00005 - 8ª Avenida Shopping,Mobi.E,24/7,Powerdot,no,,SJM-00005,,,,,https://www.mobie.pt/,,,,,,,,,,,1,120,50kW,500,1,125,50kW,500,1,63,43kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,node,8309480494,40.8890378,-8.4925631,yes,,PT,,,charging_station,yes,no,4,,yes,yes,SJM-00006/7 - 8ª Avenida Shopping,Mobi.E,24/7,Powerdot,no,,SJM-00006;SJM-00007,4,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,node,8309482926,40.9238416,-8.5644946,yes,,PT,,,charging_station,yes,no,2,,yes,yes,VFR-00002,Mobi.E,24/7,EDP Comercial,no,,VFR-00002,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,node,8309485199,40.9907446,-7.3943621,yes,,PT,,,charging_station,yes,no,2,,yes,yes,PND-00001,Mobi.E,24/7,Galp Power,no,,PND-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,node,8309493318,41.0409319,-8.2701375,yes,,PT,,,charging_station,yes,no,2,,yes,yes,CPV-00001,Mobi.E,24/7,KLC,no,,CPV-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,node,8309512826,41.1578288,-7.8927393,yes,,PT,,,charging_station,yes,no,2,,yes,yes,MSF-00001,Mobi.E,24/7,Galp Power,no,,MSF-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-21,,,,,,
1555,node,8309516334,41.1323285,-8.5748076,customers,,PT,,,charging_station,,yes,4,,no,yes,Porsche Destination Charging,Porsche,,Porsche,no,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,11kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,node,8309545621,41.1862775,-8.1494455,yes,,PT,,,charging_station,yes,no,2,,yes,yes,MCN-00001,Mobi.E,24/7,Galp Power,no,,MCN-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,node,8309553068,41.5382926,-6.9689195,yes,,PT,,,charging_station,yes,no,2,,yes,yes,MCD-00001,Mobi.E,24/7,EDP Comercial,no,,MCD-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,node,8309562555,41.2766635,-8.3807901,yes,,PT,,,charging_station,yes,no,2,,yes,yes,PFR-00001,Mobi.E,24/7,KLC,no,,PFR-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,node,8309562557,41.4057222,-7.4506382,yes,,PT,,,charging_station,yes,no,2,,yes,yes,MUR-00001,Mobi.E,24/7,EDP Comercial,no,,MUR-00001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,node,8309569967,41.4120067,-8.5136305,yes,,PT,,,charging_station,yes,no,4,,yes,yes,VNF-00015/16 - Auchan,Mobi.E,24/7,Helexia II,no,,VNF-00015;VNF-00016,4,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,node,8309571666,41.3215101,-8.1454155,yes,,PT,,,charging_station,yes,no,2,,yes,yes,FLG-00002,Mobi.E,24/7,Galp Power,no,,FLG-00002,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,node,8309571911,41.4085482,-8.5198887,yes,,PT,,,charging_station,yes,no,2,,yes,yes,VNF-00007,Mobi.E,24/7,Galp Power,no,,VNF-90007,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,node,8309582383,41.4180241,-7.0061579,customers,,PT,,,charging_station,,yes,2,,no,yes,Porsche Destination Charging,Porsche,,Porsche,no,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,11kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,node,8309592646,41.4979445,-6.2727448,yes,,PT,,,charging_station,yes,no,2,,yes,yes,MDR-00001,Mobi.E,24/7,Galp Power,no,,MDR-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,node,8312977472,41.744183,-7.4699746,yes,,PT,,,charging_station,,no,4,,yes,yes,Continente Bom Dia Chaves,Continente Plug&Charge,Mo-Su 09:00-21:00,Sonae,no,,,4,32,22kW,400,https://plugcharge.continente.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
1566,node,8312981685,41.7606881,-7.4887048,customers,,PT,,,charging_station,,yes,1,,no,yes,Porsche Destination Charging,Porsche,,Porsche,no,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,11kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,node,8312996633,41.7369797,-7.4692278,yes,,PT,,,charging_station,yes,no,2,,yes,yes,CHV-00001,Mobi.E,24/7,KLC,no,,CHV-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,node,8313008424,41.8410583,-7.9500045,yes,,PT,,,charging_station,yes,no,2,,yes,yes,MTR-00004,Mobi.E,24/7,Galp Power,no,,MTR-90004,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,node,8313008736,41.086311,-7.7988178,yes,,PT,,,charging_station,yes,no,2,,yes,yes,LMG-00004,Mobi.E,24/7,Powerdot,no,,LMG-90004,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,node,8313012013,41.5196412,-7.7930792,yes,,PT,,,charging_station,yes,no,2,,yes,yes,RPN-00001,Mobi.E,24/7,Galp Power,no,,RPN-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,node,8313041198,41.4432974,-8.2768022,customers,,PT,,,charging_station,yes,no,2,,yes,yes,GMR-00010/11 - Pousada Mosteiro de Guimarães,Mobi.E,24/7,EDP Comercial,no,,GMR-00010;GMR-00011,2,32,7.4kW,230,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,node,8313042316,41.574281,-8.2702777,yes,,PT,,,charging_station,yes,no,2,,yes,yes,PVL-00001,Mobi.E,24/7,EDP Comercial,no,,PVL-90001,2,32,22kW,400,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,node,8313043951,41.4566586,-8.7762871,customers,,PT,,,charging_station,,yes,2,,no,yes,Porsche Destination Charging,Porsche,,Porsche,no,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,11kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,node,8313058708,41.7500137,-8.5737294,customers,,PT,,,charging_station,,yes,1,,no,yes,Porsche Destination Charging,Porsche,,Porsche,no,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,11kW,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,node,8322526051,39.624495,-8.8501552,customers,,PT,,,charging_station,,,1,,,,CASEMA,none,,CASEMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16kW,,,,,,,,,,,,,,,,,
1576,node,8334414021,41.1204738,-8.6257589,customers,,PT,,,charging_station,yes,no,2,mobilidade.electricacrc@galp.com,yes,yes,VNG-00036 - Makro,Mobi.E,Mo-Su 09:00-20:00,Galp Power,no,+351 800 249 249,VNG-00036,2,32,7.4kW,230,https://www.mobie.pt/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
